school_id,class,timestamp,stream
16,SSS2,02-01-2024,3
16,SSS3,02-01-2024,3
18,JSS1,02-01-2024,3
18,JSS2,02-01-2024,3
18,JSS3,02-01-2024,3
18,SSS1,02-01-2024,3
18,SSS2,02-01-2024,3
18,SSS3,02-01-2024,3
9,JSS1,02-01-2024,1
9,JSS2,02-01-2024,1
9,JSS3,02-01-2024,1
9,SSS1,02-01-2024,1
9,SSS2,02-01-2024,1
9,SSS3,02-01-2024,1
10,JSS1,02-01-2024,1
10,JSS2,02-01-2024,1
10,JSS3,02-01-2024,1
10,SSS1,02-01-2024,1
10,SSS2,02-01-2024,1
10,SSS3,02-01-2024,1
7,JSS1,02-01-2024,1
7,JSS2,02-01-2024,1
7,JSS3,02-01-2024,1
7,SSS1,02-01-2024,1
7,SSS2,02-01-2024,1
7,SSS3,02-01-2024,1
5,JSS1,02-01-2024,2
5,JSS2,02-01-2024,1
5,JSS3,02-01-2024,1
5,SSS1,02-01-2024,1
5,SSS2,02-01-2024,1
5,SSS3,02-01-2024,1
6,JSS1,02-01-2024,1
6,JSS2,02-01-2024,1
6,JSS3,02-01-2024,1
6,SSS1,02-01-2024,1
6,SSS2,02-01-2024,1
6,SSS3,02-01-2024,1
2,JSS1,02-01-2024,2
2,JSS2,02-01-2024,3
2,JSS3,02-01-2024,3
2,SSS1,02-01-2024,2
2,SSS2,02-01-2024,3
2,SSS3,02-01-2024,2
4,JSS1,02-01-2024,1
4,JSS2,02-01-2024,1
4,JSS3,02-01-2024,1
4,SSS1,02-01-2024,1
4,SSS2,02-01-2024,1
4,SSS3,02-01-2024,1
3,JSS1,02-01-2024,1
3,JSS2,02-01-2024,1
3,JSS3,02-01-2024,1
3,SSS1,02-01-2024,1
3,SSS2,02-01-2024,1
3,SSS3,02-01-2024,1
13,JSS1,02-01-2024,1
13,JSS2,02-01-2024,1
13,JSS3,02-01-2024,1
13,SSS1,02-01-2024,1
13,SSS2,02-01-2024,1
13,SSS3,02-01-2024,1
920,JSS1,02-01-2024,3
920,JSS2,02-01-2024,4
920,JSS3,02-01-2024,4
920,SSS1,02-01-2024,4
920,SSS2,02-01-2024,3
920,SSS3,02-01-2024,2
924,JSS1,02-01-2024,2
924,JSS2,02-01-2024,1
924,JSS3,02-01-2024,1
924,SSS1,02-01-2024,1
924,SSS2,02-01-2024,1
924,SSS3,02-01-2024,1
926,JSS1,02-01-2024,5
926,JSS2,02-01-2024,3
926,JSS3,02-01-2024,4
926,SSS1,02-01-2024,4
926,SSS2,02-01-2024,4
926,SSS3,02-01-2024,3
925,JSS1,02-01-2024,1
925,JSS2,02-01-2024,1
925,JSS3,02-01-2024,1
925,SSS1,02-01-2024,1
925,SSS2,02-01-2024,1
925,SSS3,02-01-2024,1
918,JSS1,02-01-2024,2
918,JSS2,02-01-2024,2
918,JSS3,02-01-2024,2
918,SSS1,02-01-2024,2
918,SSS2,02-01-2024,2
918,SSS3,02-01-2024,2
927,JSS1,02-01-2024,1
927,JSS2,02-01-2024,1
927,JSS3,02-01-2024,1
927,SSS1,02-01-2024,1
927,SSS2,02-01-2024,1
927,SSS3,02-01-2024,1
923,JSS1,02-01-2024,1
923,JSS2,02-01-2024,1
923,JSS3,02-01-2024,1
923,SSS1,02-01-2024,1
923,SSS2,02-01-2024,1
923,SSS3,02-01-2024,1
929,JSS1,02-01-2024,2
929,JSS2,02-01-2024,2
929,JSS3,02-01-2024,2
929,SSS1,02-01-2024,1
929,SSS2,02-01-2024,1
929,SSS3,02-01-2024,1
921,JSS1,02-01-2024,1
921,JSS2,02-01-2024,1
921,JSS3,02-01-2024,1
921,SSS1,02-01-2024,1
921,SSS2,02-01-2024,1
921,SSS3,02-01-2024,1
916,JSS1,02-01-2024,1
916,JSS2,02-01-2024,1
916,JSS3,02-01-2024,1
916,SSS1,02-01-2024,1
916,SSS2,02-01-2024,1
916,SSS3,02-01-2024,1
919,JSS1,02-01-2024,2
919,JSS2,02-01-2024,1
919,JSS3,02-01-2024,2
919,SSS1,02-01-2024,2
919,SSS2,02-01-2024,1
919,SSS3,02-01-2024,1
928,JSS1,02-01-2024,1
928,JSS2,02-01-2024,1
928,JSS3,02-01-2024,1
928,SSS1,02-01-2024,1
928,SSS2,02-01-2024,1
928,SSS3,02-01-2024,1
922,JSS1,02-01-2024,1
922,JSS2,02-01-2024,1
922,JSS3,02-01-2024,1
922,SSS1,02-01-2024,1
922,SSS2,02-01-2024,1
922,SSS3,02-01-2024,1
917,JSS1,02-01-2024,1
917,JSS2,02-01-2024,1
917,JSS3,02-01-2024,1
917,SSS1,02-01-2024,1
917,SSS2,02-01-2024,1
917,SSS3,02-01-2024,0
930,JSS1,02-01-2024,1
930,JSS2,02-01-2024,1
930,JSS3,02-01-2024,1
930,SSS1,02-01-2024,1
930,SSS2,02-01-2024,1
930,SSS3,02-01-2024,1
931,JSS1,02-01-2024,1
931,JSS2,02-01-2024,1
931,JSS3,02-01-2024,1
931,SSS1,02-01-2024,1
931,SSS2,02-01-2024,1
931,SSS3,02-01-2024,0
947,JSS1,02-01-2024,3
947,JSS2,02-01-2024,2
947,JSS3,02-01-2024,2
947,SSS1,02-01-2024,3
947,SSS2,02-01-2024,3
947,SSS3,02-01-2024,3
950,JSS1,02-01-2024,2
950,JSS2,02-01-2024,2
950,JSS3,02-01-2024,2
950,SSS1,02-01-2024,2
950,SSS2,02-01-2024,2
950,SSS3,02-01-2024,2
955,JSS1,02-01-2024,5
955,JSS2,02-01-2024,4
955,JSS3,02-01-2024,4
955,SSS1,02-01-2024,5
955,SSS2,02-01-2024,5
955,SSS3,02-01-2024,5
952,JSS1,02-01-2024,2
952,JSS2,02-01-2024,2
952,JSS3,02-01-2024,2
952,SSS1,02-01-2024,2
952,SSS2,02-01-2024,2
952,SSS3,02-01-2024,2
949,JSS1,02-01-2024,2
949,JSS2,02-01-2024,2
949,JSS3,02-01-2024,2
949,SSS1,02-01-2024,2
949,SSS2,02-01-2024,2
949,SSS3,02-01-2024,2
956,JSS1,02-01-2024,1
956,JSS2,02-01-2024,1
956,JSS3,02-01-2024,2
956,SSS1,02-01-2024,1
956,SSS2,02-01-2024,1
956,SSS3,02-01-2024,0
960,JSS1,02-01-2024,1
960,JSS2,02-01-2024,1
960,JSS3,02-01-2024,1
960,SSS1,02-01-2024,1
960,SSS2,02-01-2024,1
960,SSS3,02-01-2024,1
957,JSS1,02-01-2024,1
957,JSS2,02-01-2024,1
957,JSS3,02-01-2024,1
957,SSS1,02-01-2024,1
957,SSS2,02-01-2024,1
957,SSS3,02-01-2024,1
954,JSS1,02-01-2024,1
954,JSS2,02-01-2024,1
954,JSS3,02-01-2024,1
954,SSS1,02-01-2024,1
954,SSS2,02-01-2024,1
954,SSS3,02-01-2024,1
958,JSS1,02-01-2024,3
958,JSS2,02-01-2024,2
958,JSS3,02-01-2024,1
958,SSS1,02-01-2024,5
958,SSS2,02-01-2024,1
958,SSS3,02-01-2024,2
953,JSS1,02-01-2024,1
953,JSS2,02-01-2024,1
953,JSS3,02-01-2024,1
953,SSS1,02-01-2024,1
953,SSS2,02-01-2024,1
953,SSS3,02-01-2024,1
951,JSS1,02-01-2024,1
